# ---------------------------------------------------------------------------------------------------------
# Threshold	Precision	Recall   	F1-measure	Classif-ER	Fls-Alarm-Prob	Miss-Prob   
# ---------------------------------------------------------------------------------------------------------
4.5776100e-05	0.0562423	0.9191919	0.1059988	0.0002414	0.0002401	0.0808081
4.5867100e-05	0.0562771	0.9191919	0.1060606	0.0002412	0.0002400	0.0808081
4.6124500e-05	0.0563119	0.9191919	0.1061224	0.0002411	0.0002398	0.0808081
4.6295600e-05	0.0563467	0.9191919	0.1061844	0.0002409	0.0002397	0.0808081
4.6646500e-05	0.0563817	0.9191919	0.1062464	0.0002408	0.0002395	0.0808081
4.6958100e-05	0.0564166	0.9191919	0.1063084	0.0002406	0.0002394	0.0808081
4.7034400e-05	0.0564516	0.9191919	0.1063705	0.0002404	0.0002392	0.0808081
4.7462000e-05	0.0564867	0.9191919	0.1064327	0.0002403	0.0002390	0.0808081
4.7753000e-05	0.0565217	0.9191919	0.1064950	0.0002401	0.0002389	0.0808081
4.7911300e-05	0.0565569	0.9191919	0.1065574	0.0002400	0.0002387	0.0808081
4.8195500e-05	0.0565920	0.9191919	0.1066198	0.0002398	0.0002386	0.0808081
4.8459600e-05	0.0566273	0.9191919	0.1066823	0.0002397	0.0002384	0.0808081
4.8504600e-05	0.0566625	0.9191919	0.1067449	0.0002395	0.0002383	0.0808081
4.8745800e-05	0.0566978	0.9191919	0.1068075	0.0002393	0.0002381	0.0808081
4.9121400e-05	0.0567332	0.9191919	0.1068702	0.0002392	0.0002379	0.0808081
4.9137800e-05	0.0567686	0.9191919	0.1069330	0.0002390	0.0002378	0.0808081
4.9176500e-05	0.0568040	0.9191919	0.1069959	0.0002389	0.0002376	0.0808081
4.9423400e-05	0.0568395	0.9191919	0.1070588	0.0002387	0.0002375	0.0808081
4.9587600e-05	0.0568750	0.9191919	0.1071218	0.0002386	0.0002373	0.0808081
4.9743200e-05	0.0569106	0.9191919	0.1071849	0.0002384	0.0002371	0.0808081
5.0128500e-05	0.0569462	0.9191919	0.1072481	0.0002382	0.0002370	0.0808081
5.0257400e-05	0.0569818	0.9191919	0.1073113	0.0002381	0.0002368	0.0808081
5.0419600e-05	0.0570175	0.9191919	0.1073746	0.0002379	0.0002367	0.0808081
5.0438500e-05	0.0570533	0.9191919	0.1074380	0.0002378	0.0002365	0.0808081
5.0735600e-05	0.0570891	0.9191919	0.1075015	0.0002376	0.0002364	0.0808081
5.0759800e-05	0.0571249	0.9191919	0.1075650	0.0002375	0.0002362	0.0808081
5.0905000e-05	0.0571608	0.9191919	0.1076286	0.0002373	0.0002360	0.0808081
5.1021900e-05	0.0571967	0.9191919	0.1076923	0.0002371	0.0002359	0.0808081
5.1322500e-05	0.0572327	0.9191919	0.1077561	0.0002370	0.0002357	0.0808081
5.1338800e-05	0.0572687	0.9191919	0.1078199	0.0002368	0.0002356	0.0808081
5.1339200e-05	0.0573048	0.9191919	0.1078838	0.0002367	0.0002354	0.0808081
5.1466300e-05	0.0573409	0.9191919	0.1079478	0.0002365	0.0002353	0.0808081
5.1576800e-05	0.0573770	0.9191919	0.1080119	0.0002364	0.0002351	0.0808081
5.1649800e-05	0.0574132	0.9191919	0.1080760	0.0002362	0.0002349	0.0808081
5.1713900e-05	0.0574495	0.9191919	0.1081402	0.0002360	0.0002348	0.0808081
5.1907400e-05	0.0574858	0.9191919	0.1082045	0.0002359	0.0002346	0.0808081
5.1957800e-05	0.0575221	0.9191919	0.1082689	0.0002357	0.0002345	0.0808081
5.2100500e-05	0.0575585	0.9191919	0.1083333	0.0002356	0.0002343	0.0808081
5.2171300e-05	0.0575949	0.9191919	0.1083979	0.0002354	0.0002342	0.0808081
5.2312500e-05	0.0576314	0.9191919	0.1084625	0.0002353	0.0002340	0.0808081
5.2363900e-05	0.0576679	0.9191919	0.1085271	0.0002351	0.0002338	0.0808081
5.2924800e-05	0.0577045	0.9191919	0.1085919	0.0002349	0.0002337	0.0808081
5.3476000e-05	0.0577411	0.9191919	0.1086567	0.0002348	0.0002335	0.0808081
5.3513500e-05	0.0577778	0.9191919	0.1087216	0.0002346	0.0002334	0.0808081
5.3899700e-05	0.0578145	0.9191919	0.1087866	0.0002345	0.0002332	0.0808081
5.4050900e-05	0.0578512	0.9191919	0.1088517	0.0002343	0.0002331	0.0808081
5.4053800e-05	0.0578880	0.9191919	0.1089168	0.0002342	0.0002329	0.0808081
5.4951300e-05	0.0579249	0.9191919	0.1089820	0.0002340	0.0002327	0.0808081
5.5014000e-05	0.0579618	0.9191919	0.1090473	0.0002338	0.0002326	0.0808081
5.5315300e-05	0.0579987	0.9191919	0.1091127	0.0002337	0.0002324	0.0808081
5.5381400e-05	0.0580357	0.9191919	0.1091782	0.0002335	0.0002323	0.0808081
5.5621200e-05	0.0580728	0.9191919	0.1092437	0.0002334	0.0002321	0.0808081
5.5696200e-05	0.0581098	0.9191919	0.1093093	0.0002332	0.0002320	0.0808081
5.6341900e-05	0.0581470	0.9191919	0.1093750	0.0002331	0.0002318	0.0808081
5.6529400e-05	0.0581841	0.9191919	0.1094408	0.0002329	0.0002316	0.0808081
5.6548000e-05	0.0582214	0.9191919	0.1095066	0.0002327	0.0002315	0.0808081
5.6577900e-05	0.0582586	0.9191919	0.1095725	0.0002326	0.0002313	0.0808081
5.6869100e-05	0.0582960	0.9191919	0.1096386	0.0002324	0.0002312	0.0808081
5.7246700e-05	0.0583333	0.9191919	0.1097046	0.0002323	0.0002310	0.0808081
5.7256000e-05	0.0583708	0.9191919	0.1097708	0.0002321	0.0002309	0.0808081
5.7426500e-05	0.0584082	0.9191919	0.1098371	0.0002320	0.0002307	0.0808081
5.7858500e-05	0.0584457	0.9191919	0.1099034	0.0002318	0.0002305	0.0808081
5.8030600e-05	0.0584833	0.9191919	0.1099698	0.0002316	0.0002304	0.0808081
5.8071200e-05	0.0585209	0.9191919	0.1100363	0.0002315	0.0002302	0.0808081
5.8142100e-05	0.0585586	0.9191919	0.1101028	0.0002313	0.0002301	0.0808081
5.8318600e-05	0.0585963	0.9191919	0.1101695	0.0002312	0.0002299	0.0808081
5.8514400e-05	0.0586340	0.9191919	0.1102362	0.0002310	0.0002298	0.0808081
5.8529800e-05	0.0586718	0.9191919	0.1103030	0.0002309	0.0002296	0.0808081
5.8730200e-05	0.0587097	0.9191919	0.1103699	0.0002307	0.0002294	0.0808081
5.8936500e-05	0.0587476	0.9191919	0.1104369	0.0002305	0.0002293	0.0808081
5.8988000e-05	0.0587855	0.9191919	0.1105039	0.0002304	0.0002291	0.0808081
5.9048700e-05	0.0588235	0.9191919	0.1105711	0.0002302	0.0002290	0.0808081
5.9082300e-05	0.0588616	0.9191919	0.1106383	0.0002301	0.0002288	0.0808081
5.9301000e-05	0.0588997	0.9191919	0.1107056	0.0002299	0.0002287	0.0808081
5.9633400e-05	0.0589378	0.9191919	0.1107730	0.0002298	0.0002285	0.0808081
5.9831200e-05	0.0589760	0.9191919	0.1108404	0.0002296	0.0002283	0.0808081
5.9860800e-05	0.0590143	0.9191919	0.1109080	0.0002294	0.0002282	0.0808081
6.0007000e-05	0.0590526	0.9191919	0.1109756	0.0002293	0.0002280	0.0808081
6.0029000e-05	0.0590909	0.9191919	0.1110433	0.0002291	0.0002279	0.0808081
6.0056800e-05	0.0591293	0.9191919	0.1111111	0.0002290	0.0002277	0.0808081
6.0074000e-05	0.0591678	0.9191919	0.1111790	0.0002288	0.0002276	0.0808081
6.0265400e-05	0.0592062	0.9191919	0.1112469	0.0002287	0.0002274	0.0808081
6.0372600e-05	0.0592448	0.9191919	0.1113150	0.0002285	0.0002272	0.0808081
6.0390000e-05	0.0592834	0.9191919	0.1113831	0.0002283	0.0002271	0.0808081
6.0514300e-05	0.0593220	0.9191919	0.1114513	0.0002282	0.0002269	0.0808081
6.1034000e-05	0.0593607	0.9191919	0.1115196	0.0002280	0.0002268	0.0808081
6.1102100e-05	0.0593995	0.9191919	0.1115880	0.0002279	0.0002266	0.0808081
6.1142400e-05	0.0594383	0.9191919	0.1116564	0.0002277	0.0002265	0.0808081
6.1168700e-05	0.0594771	0.9191919	0.1117250	0.0002276	0.0002263	0.0808081
6.1321400e-05	0.0595160	0.9191919	0.1117936	0.0002274	0.0002261	0.0808081
6.1987900e-05	0.0595550	0.9191919	0.1118623	0.0002272	0.0002260	0.0808081
6.2152200e-05	0.0595940	0.9191919	0.1119311	0.0002271	0.0002258	0.0808081
6.2269400e-05	0.0596330	0.9191919	0.1120000	0.0002269	0.0002257	0.0808081
6.2425300e-05	0.0596721	0.9191919	0.1120690	0.0002268	0.0002255	0.0808081
6.2793200e-05	0.0597113	0.9191919	0.1121380	0.0002266	0.0002254	0.0808081
6.2945000e-05	0.0597505	0.9191919	0.1122072	0.0002265	0.0002252	0.0808081
6.2950000e-05	0.0597898	0.9191919	0.1122764	0.0002263	0.0002250	0.0808081
6.3187600e-05	0.0598291	0.9191919	0.1123457	0.0002261	0.0002249	0.0808081
6.4396500e-05	0.0598684	0.9191919	0.1124151	0.0002260	0.0002247	0.0808081
6.4532100e-05	0.0599078	0.9191919	0.1124845	0.0002258	0.0002246	0.0808081
6.4653300e-05	0.0599473	0.9191919	0.1125541	0.0002257	0.0002244	0.0808081
6.4840700e-05	0.0599868	0.9191919	0.1126238	0.0002255	0.0002243	0.0808081
6.5107900e-05	0.0600264	0.9191919	0.1126935	0.0002254	0.0002241	0.0808081
6.5202200e-05	0.0600660	0.9191919	0.1127633	0.0002252	0.0002239	0.0808081
6.5353400e-05	0.0601057	0.9191919	0.1128332	0.0002250	0.0002238	0.0808081
6.5436700e-05	0.0601454	0.9191919	0.1129032	0.0002249	0.0002236	0.0808081
6.5458000e-05	0.0601852	0.9191919	0.1129733	0.0002247	0.0002235	0.0808081
6.5530900e-05	0.0601852	0.9090909	0.1128962	0.0002249	0.0002210	0.0909091
6.5731500e-05	0.0601852	0.9090909	0.1128962	0.0002247	0.0002210	0.0909091
6.6127600e-05	0.0601852	0.9090909	0.1128962	0.0002246	0.0002210	0.0909091
6.6675700e-05	0.0601852	0.9090909	0.1128962	0.0002244	0.0002210	0.0909091
6.6861400e-05	0.0601852	0.9090909	0.1128962	0.0002243	0.0002210	0.0909091
6.7127600e-05	0.0601852	0.9090909	0.1128962	0.0002241	0.0002210	0.0909091
6.7447300e-05	0.0601852	0.9090909	0.1128962	0.0002239	0.0002210	0.0909091
6.7662200e-05	0.0601852	0.9090909	0.1128962	0.0002238	0.0002210	0.0909091
6.7942500e-05	0.0601852	0.9090909	0.1128962	0.0002236	0.0002210	0.0909091
6.8116500e-05	0.0601852	0.9090909	0.1128962	0.0002235	0.0002210	0.0909091
6.8669400e-05	0.0601852	0.9090909	0.1128962	0.0002233	0.0002210	0.0909091
6.9119500e-05	0.0601852	0.9090909	0.1128962	0.0002231	0.0002210	0.0909091
6.9187900e-05	0.0601852	0.9090909	0.1128962	0.0002230	0.0002210	0.0909091
6.9267600e-05	0.0601852	0.9090909	0.1128962	0.0002228	0.0002210	0.0909091
6.9761700e-05	0.0601852	0.9090909	0.1128962	0.0002227	0.0002210	0.0909091
6.9974300e-05	0.0601852	0.9090909	0.1128962	0.0002225	0.0002210	0.0909091
7.0195100e-05	0.0602007	0.9090909	0.1129235	0.0002224	0.0002210	0.0909091
7.0278000e-05	0.0602410	0.9090909	0.1129944	0.0002222	0.0002208	0.0909091
7.0348600e-05	0.0602813	0.9090909	0.1130653	0.0002220	0.0002206	0.0909091
7.0421100e-05	0.0603217	0.9090909	0.1131364	0.0002219	0.0002205	0.0909091
7.0554800e-05	0.0603622	0.9090909	0.1132075	0.0002217	0.0002203	0.0909091
7.0691300e-05	0.0604027	0.9090909	0.1132788	0.0002216	0.0002202	0.0909091
7.0720400e-05	0.0604433	0.9090909	0.1133501	0.0002214	0.0002200	0.0909091
7.1188100e-05	0.0604839	0.9090909	0.1134216	0.0002213	0.0002199	0.0909091
7.1546000e-05	0.0605245	0.9090909	0.1134931	0.0002211	0.0002197	0.0909091
7.1590600e-05	0.0605653	0.9090909	0.1135647	0.0002209	0.0002195	0.0909091
7.2035600e-05	0.0606061	0.9090909	0.1136364	0.0002208	0.0002194	0.0909091
7.2223200e-05	0.0606469	0.9090909	0.1137081	0.0002206	0.0002192	0.0909091
7.2949100e-05	0.0606878	0.9090909	0.1137800	0.0002205	0.0002191	0.0909091
7.3231000e-05	0.0607287	0.9090909	0.1138520	0.0002203	0.0002189	0.0909091
7.3292600e-05	0.0607698	0.9090909	0.1139241	0.0002202	0.0002187	0.0909091
7.3481600e-05	0.0608108	0.9090909	0.1139962	0.0002200	0.0002186	0.0909091
7.3648200e-05	0.0608519	0.9090909	0.1140684	0.0002198	0.0002184	0.0909091
7.3828700e-05	0.0608931	0.9090909	0.1141408	0.0002197	0.0002183	0.0909091
7.3861000e-05	0.0609343	0.9090909	0.1142132	0.0002195	0.0002181	0.0909091
7.3866700e-05	0.0609756	0.9090909	0.1142857	0.0002194	0.0002180	0.0909091
7.4153100e-05	0.0610169	0.9090909	0.1143583	0.0002192	0.0002178	0.0909091
7.4544700e-05	0.0610583	0.9090909	0.1144310	0.0002191	0.0002176	0.0909091
7.4849400e-05	0.0610998	0.9090909	0.1145038	0.0002189	0.0002175	0.0909091
7.4960200e-05	0.0611413	0.9090909	0.1145767	0.0002187	0.0002173	0.0909091
7.5033000e-05	0.0611829	0.9090909	0.1146497	0.0002186	0.0002172	0.0909091
7.5730700e-05	0.0612245	0.9090909	0.1147228	0.0002184	0.0002170	0.0909091
7.6244900e-05	0.0612662	0.9090909	0.1147959	0.0002183	0.0002169	0.0909091
7.6362200e-05	0.0613079	0.9090909	0.1148692	0.0002181	0.0002167	0.0909091
7.6497800e-05	0.0613497	0.9090909	0.1149425	0.0002180	0.0002165	0.0909091
7.6630100e-05	0.0613915	0.9090909	0.1150160	0.0002178	0.0002164	0.0909091
7.6924500e-05	0.0614334	0.9090909	0.1150895	0.0002176	0.0002162	0.0909091
7.7554200e-05	0.0614754	0.9090909	0.1151631	0.0002175	0.0002161	0.0909091
7.7571700e-05	0.0615174	0.9090909	0.1152369	0.0002173	0.0002159	0.0909091
7.7655300e-05	0.0615595	0.9090909	0.1153107	0.0002172	0.0002158	0.0909091
7.7668000e-05	0.0616016	0.9090909	0.1153846	0.0002170	0.0002156	0.0909091
7.7824600e-05	0.0616438	0.9090909	0.1154586	0.0002169	0.0002154	0.0909091
7.7911200e-05	0.0616861	0.9090909	0.1155327	0.0002167	0.0002153	0.0909091
7.8153600e-05	0.0617284	0.9090909	0.1156069	0.0002165	0.0002151	0.0909091
7.8532300e-05	0.0617708	0.9090909	0.1156812	0.0002164	0.0002150	0.0909091
7.8548100e-05	0.0618132	0.9090909	0.1157556	0.0002162	0.0002148	0.0909091
7.8890800e-05	0.0618557	0.9090909	0.1158301	0.0002161	0.0002147	0.0909091
7.9064500e-05	0.0618982	0.9090909	0.1159047	0.0002159	0.0002145	0.0909091
7.9269100e-05	0.0619408	0.9090909	0.1159794	0.0002158	0.0002143	0.0909091
7.9499600e-05	0.0619835	0.9090909	0.1160542	0.0002156	0.0002142	0.0909091
7.9601400e-05	0.0620262	0.9090909	0.1161290	0.0002154	0.0002140	0.0909091
7.9684900e-05	0.0620690	0.9090909	0.1162040	0.0002153	0.0002139	0.0909091
7.9783300e-05	0.0621118	0.9090909	0.1162791	0.0002151	0.0002137	0.0909091
7.9958000e-05	0.0621547	0.9090909	0.1163542	0.0002150	0.0002136	0.0909091
8.0391300e-05	0.0621977	0.9090909	0.1164295	0.0002148	0.0002134	0.0909091
8.1100400e-05	0.0622407	0.9090909	0.1165049	0.0002147	0.0002132	0.0909091
8.2602800e-05	0.0622837	0.9090909	0.1165803	0.0002145	0.0002131	0.0909091
8.3197500e-05	0.0623269	0.9090909	0.1166559	0.0002143	0.0002129	0.0909091
8.3276200e-05	0.0623701	0.9090909	0.1167315	0.0002142	0.0002128	0.0909091
8.3508700e-05	0.0624133	0.9090909	0.1168073	0.0002140	0.0002126	0.0909091
8.3902200e-05	0.0624566	0.9090909	0.1168831	0.0002139	0.0002125	0.0909091
8.4238200e-05	0.0625000	0.9090909	0.1169591	0.0002137	0.0002123	0.0909091
8.4283400e-05	0.0625434	0.9090909	0.1170351	0.0002136	0.0002121	0.0909091
8.4348600e-05	0.0625869	0.9090909	0.1171113	0.0002134	0.0002120	0.0909091
8.4511300e-05	0.0626305	0.9090909	0.1171875	0.0002132	0.0002118	0.0909091
8.4660700e-05	0.0626741	0.9090909	0.1172638	0.0002131	0.0002117	0.0909091
8.5030100e-05	0.0627178	0.9090909	0.1173403	0.0002129	0.0002115	0.0909091
8.5220900e-05	0.0627615	0.9090909	0.1174168	0.0002128	0.0002114	0.0909091
8.5320200e-05	0.0628053	0.9090909	0.1174935	0.0002126	0.0002112	0.0909091
8.5625600e-05	0.0628492	0.9090909	0.1175702	0.0002125	0.0002110	0.0909091
8.5777800e-05	0.0628931	0.9090909	0.1176471	0.0002123	0.0002109	0.0909091
8.6259700e-05	0.0629371	0.9090909	0.1177240	0.0002121	0.0002107	0.0909091
8.6422100e-05	0.0629811	0.9090909	0.1178010	0.0002120	0.0002106	0.0909091
8.6776200e-05	0.0630252	0.9090909	0.1178782	0.0002118	0.0002104	0.0909091
8.7020600e-05	0.0630694	0.9090909	0.1179554	0.0002117	0.0002103	0.0909091
8.8160600e-05	0.0631136	0.9090909	0.1180328	0.0002115	0.0002101	0.0909091
8.8237400e-05	0.0631579	0.9090909	0.1181102	0.0002114	0.0002099	0.0909091
8.8550300e-05	0.0632022	0.9090909	0.1181878	0.0002112	0.0002098	0.0909091
8.8786400e-05	0.0632467	0.9090909	0.1182654	0.0002110	0.0002096	0.0909091
8.8830100e-05	0.0632911	0.9090909	0.1183432	0.0002109	0.0002095	0.0909091
8.9140900e-05	0.0633357	0.9090909	0.1184211	0.0002107	0.0002093	0.0909091
8.9545500e-05	0.0633803	0.9090909	0.1184990	0.0002106	0.0002092	0.0909091
8.9857600e-05	0.0634249	0.9090909	0.1185771	0.0002104	0.0002090	0.0909091
9.0092400e-05	0.0634697	0.9090909	0.1186552	0.0002103	0.0002088	0.0909091
9.0094700e-05	0.0635145	0.9090909	0.1187335	0.0002101	0.0002087	0.0909091
9.0206900e-05	0.0635593	0.9090909	0.1188119	0.0002099	0.0002085	0.0909091
9.0392700e-05	0.0636042	0.9090909	0.1188904	0.0002098	0.0002084	0.0909091
9.0649800e-05	0.0636492	0.9090909	0.1189689	0.0002096	0.0002082	0.0909091
9.1254000e-05	0.0636943	0.9090909	0.1190476	0.0002095	0.0002081	0.0909091
9.1595400e-05	0.0637394	0.9090909	0.1191264	0.0002093	0.0002079	0.0909091
9.1740600e-05	0.0637845	0.9090909	0.1192053	0.0002092	0.0002077	0.0909091
9.1872100e-05	0.0638298	0.9090909	0.1192843	0.0002090	0.0002076	0.0909091
9.1872200e-05	0.0638751	0.9090909	0.1193634	0.0002088	0.0002074	0.0909091
9.2702300e-05	0.0639205	0.9090909	0.1194426	0.0002087	0.0002073	0.0909091
9.2729400e-05	0.0639659	0.9090909	0.1195219	0.0002085	0.0002071	0.0909091
9.3051900e-05	0.0640114	0.9090909	0.1196013	0.0002084	0.0002070	0.0909091
9.3552300e-05	0.0640569	0.9090909	0.1196809	0.0002082	0.0002068	0.0909091
9.3596900e-05	0.0641026	0.9090909	0.1197605	0.0002081	0.0002066	0.0909091
9.4137200e-05	0.0641483	0.9090909	0.1198402	0.0002079	0.0002065	0.0909091
9.4290400e-05	0.0641940	0.9090909	0.1199201	0.0002077	0.0002063	0.0909091
9.4802100e-05	0.0642398	0.9090909	0.1200000	0.0002076	0.0002062	0.0909091
9.5065100e-05	0.0642857	0.9090909	0.1200801	0.0002074	0.0002060	0.0909091
9.5388900e-05	0.0643317	0.9090909	0.1201602	0.0002073	0.0002059	0.0909091
9.5946600e-05	0.0643777	0.9090909	0.1202405	0.0002071	0.0002057	0.0909091
9.6395700e-05	0.0644238	0.9090909	0.1203209	0.0002070	0.0002055	0.0909091
9.6858100e-05	0.0644699	0.9090909	0.1204013	0.0002068	0.0002054	0.0909091
9.7157300e-05	0.0645161	0.9090909	0.1204819	0.0002066	0.0002052	0.0909091
9.7508700e-05	0.0645624	0.9090909	0.1205626	0.0002065	0.0002051	0.0909091
9.7569000e-05	0.0646088	0.9090909	0.1206434	0.0002063	0.0002049	0.0909091
9.7644700e-05	0.0646552	0.9090909	0.1207243	0.0002062	0.0002048	0.0909091
9.7983700e-05	0.0647017	0.9090909	0.1208054	0.0002060	0.0002046	0.0909091
9.8463600e-05	0.0647482	0.9090909	0.1208865	0.0002059	0.0002044	0.0909091
9.8842200e-05	0.0647948	0.9090909	0.1209677	0.0002057	0.0002043	0.0909091
9.8902600e-05	0.0648415	0.9090909	0.1210491	0.0002055	0.0002041	0.0909091
9.9267500e-05	0.0648882	0.9090909	0.1211306	0.0002054	0.0002040	0.0909091
9.9548800e-05	0.0649351	0.9090909	0.1212121	0.0002052	0.0002038	0.0909091
9.9797900e-05	0.0649819	0.9090909	0.1212938	0.0002051	0.0002037	0.0909091
1.0073000e-04	0.0650289	0.9090909	0.1213756	0.0002049	0.0002035	0.0909091
1.0177200e-04	0.0650759	0.9090909	0.1214575	0.0002048	0.0002033	0.0909091
1.0190700e-04	0.0651230	0.9090909	0.1215395	0.0002046	0.0002032	0.0909091
1.0199900e-04	0.0651702	0.9090909	0.1216216	0.0002044	0.0002030	0.0909091
1.0231200e-04	0.0652174	0.9090909	0.1217039	0.0002043	0.0002029	0.0909091
1.0253900e-04	0.0652647	0.9090909	0.1217862	0.0002041	0.0002027	0.0909091
1.0272700e-04	0.0653120	0.9090909	0.1218687	0.0002040	0.0002026	0.0909091
1.0313400e-04	0.0653595	0.9090909	0.1219512	0.0002038	0.0002024	0.0909091
1.0318900e-04	0.0654070	0.9090909	0.1220339	0.0002036	0.0002022	0.0909091
1.0350300e-04	0.0654545	0.9090909	0.1221167	0.0002035	0.0002021	0.0909091
1.0371700e-04	0.0655022	0.9090909	0.1221996	0.0002033	0.0002019	0.0909091
1.0408000e-04	0.0655499	0.9090909	0.1222826	0.0002032	0.0002018	0.0909091
1.0429400e-04	0.0655977	0.9090909	0.1223657	0.0002030	0.0002016	0.0909091
1.0461200e-04	0.0656455	0.9090909	0.1224490	0.0002029	0.0002015	0.0909091
1.0467500e-04	0.0656934	0.9090909	0.1225323	0.0002027	0.0002013	0.0909091
1.0468100e-04	0.0657414	0.9090909	0.1226158	0.0002025	0.0002011	0.0909091
1.0485600e-04	0.0657895	0.9090909	0.1226994	0.0002024	0.0002010	0.0909091
1.0591700e-04	0.0658376	0.9090909	0.1227831	0.0002022	0.0002008	0.0909091
1.0628900e-04	0.0658858	0.9090909	0.1228669	0.0002021	0.0002007	0.0909091
1.0687600e-04	0.0659341	0.9090909	0.1229508	0.0002019	0.0002005	0.0909091
1.0741000e-04	0.0659824	0.9090909	0.1230349	0.0002018	0.0002004	0.0909091
1.0743900e-04	0.0660308	0.9090909	0.1231190	0.0002016	0.0002002	0.0909091
1.0853400e-04	0.0660793	0.9090909	0.1232033	0.0002014	0.0002000	0.0909091
1.0878700e-04	0.0661278	0.9090909	0.1232877	0.0002013	0.0001999	0.0909091
1.0905300e-04	0.0661765	0.9090909	0.1233722	0.0002011	0.0001997	0.0909091
1.0936300e-04	0.0662252	0.9090909	0.1234568	0.0002010	0.0001996	0.0909091
1.1047300e-04	0.0662739	0.9090909	0.1235415	0.0002008	0.0001994	0.0909091
1.1103500e-04	0.0663228	0.9090909	0.1236264	0.0002007	0.0001992	0.0909091
1.1186600e-04	0.0663717	0.9090909	0.1237113	0.0002005	0.0001991	0.0909091
1.1224200e-04	0.0664207	0.9090909	0.1237964	0.0002003	0.0001989	0.0909091
1.1226500e-04	0.0664697	0.9090909	0.1238816	0.0002002	0.0001988	0.0909091
1.1256500e-04	0.0665188	0.9090909	0.1239669	0.0002000	0.0001986	0.0909091
1.1270800e-04	0.0665680	0.9090909	0.1240524	0.0001999	0.0001985	0.0909091
1.1475900e-04	0.0666173	0.9090909	0.1241379	0.0001997	0.0001983	0.0909091
1.1690000e-04	0.0666667	0.9090909	0.1242236	0.0001996	0.0001981	0.0909091
1.1786400e-04	0.0667161	0.9090909	0.1243094	0.0001994	0.0001980	0.0909091
1.1810800e-04	0.0667656	0.9090909	0.1243953	0.0001992	0.0001978	0.0909091
1.1849300e-04	0.0668151	0.9090909	0.1244813	0.0001991	0.0001977	0.0909091
1.1937500e-04	0.0668648	0.9090909	0.1245675	0.0001989	0.0001975	0.0909091
1.1974500e-04	0.0669145	0.9090909	0.1246537	0.0001988	0.0001974	0.0909091
1.2000100e-04	0.0669643	0.9090909	0.1247401	0.0001986	0.0001972	0.0909091
1.2047300e-04	0.0670141	0.9090909	0.1248266	0.0001985	0.0001970	0.0909091
1.2107700e-04	0.0670641	0.9090909	0.1249133	0.0001983	0.0001969	0.0909091
1.2131500e-04	0.0671141	0.9090909	0.1250000	0.0001981	0.0001967	0.0909091
1.2132800e-04	0.0671642	0.9090909	0.1250869	0.0001980	0.0001966	0.0909091
1.2144100e-04	0.0672143	0.9090909	0.1251739	0.0001978	0.0001964	0.0909091
1.2239000e-04	0.0672646	0.9090909	0.1252610	0.0001977	0.0001963	0.0909091
1.2337500e-04	0.0673149	0.9090909	0.1253482	0.0001975	0.0001961	0.0909091
1.2376200e-04	0.0673653	0.9090909	0.1254355	0.0001974	0.0001959	0.0909091
1.2431700e-04	0.0674157	0.9090909	0.1255230	0.0001972	0.0001958	0.0909091
1.2437500e-04	0.0674663	0.9090909	0.1256106	0.0001970	0.0001956	0.0909091
1.2438500e-04	0.0675169	0.9090909	0.1256983	0.0001969	0.0001955	0.0909091
1.2539000e-04	0.0675676	0.9090909	0.1257862	0.0001967	0.0001953	0.0909091
1.2550500e-04	0.0676183	0.9090909	0.1258741	0.0001966	0.0001952	0.0909091
1.2649000e-04	0.0676692	0.9090909	0.1259622	0.0001964	0.0001950	0.0909091
1.2722500e-04	0.0677201	0.9090909	0.1260504	0.0001963	0.0001948	0.0909091
1.2795600e-04	0.0677711	0.9090909	0.1261388	0.0001961	0.0001947	0.0909091
1.2816000e-04	0.0678222	0.9090909	0.1262272	0.0001959	0.0001945	0.0909091
1.2833500e-04	0.0678733	0.9090909	0.1263158	0.0001958	0.0001944	0.0909091
1.2889000e-04	0.0679245	0.9090909	0.1264045	0.0001956	0.0001942	0.0909091
1.2891200e-04	0.0679758	0.9090909	0.1264933	0.0001955	0.0001941	0.0909091
1.2908800e-04	0.0680272	0.9090909	0.1265823	0.0001953	0.0001939	0.0909091
1.2929000e-04	0.0680787	0.9090909	0.1266714	0.0001952	0.0001937	0.0909091
1.2949100e-04	0.0681302	0.9090909	0.1267606	0.0001950	0.0001936	0.0909091
1.2980100e-04	0.0681818	0.9090909	0.1268499	0.0001948	0.0001934	0.0909091
1.3083400e-04	0.0682335	0.9090909	0.1269394	0.0001947	0.0001933	0.0909091
1.3087500e-04	0.0682853	0.9090909	0.1270289	0.0001945	0.0001931	0.0909091
1.3106300e-04	0.0683371	0.9090909	0.1271186	0.0001944	0.0001930	0.0909091
1.3215600e-04	0.0683891	0.9090909	0.1272085	0.0001942	0.0001928	0.0909091
1.3326100e-04	0.0684411	0.9090909	0.1272984	0.0001941	0.0001926	0.0909091
1.3480100e-04	0.0684932	0.9090909	0.1273885	0.0001939	0.0001925	0.0909091
1.3486700e-04	0.0685453	0.9090909	0.1274788	0.0001937	0.0001923	0.0909091
1.3529300e-04	0.0685976	0.9090909	0.1275691	0.0001936	0.0001922	0.0909091
1.3729500e-04	0.0686499	0.9090909	0.1276596	0.0001934	0.0001920	0.0909091
1.3786300e-04	0.0687023	0.9090909	0.1277502	0.0001933	0.0001919	0.0909091
